,Unnamed: 0,타입,검색어,영상,제목,업로더,조회수,업로드,구독자,유저,내용,좋아요,시각,commentMonth,commentYear,views,likes
51965,8,2,metaverse privacy,/watch?v=gElfIo6uw4g,Everything Facebook revealed about the Metaverse in 11 minutes,/c/CNET,5.8M views,9 months ago,0,"
              jamshedykhan
            ","I was a regular user of Facebook for ten years. Its been three years I'm not using Facebook or any other social  networking site. Honestly, spending time in the park, beach or with the family and friends will make you more relaxed, happy and healthy. Better to be in real world rather than in Virtual world.....","
    269
  ",6 months ago (edited),6,0,5800000,269
52718,761,2,metaverse privacy,/watch?v=gElfIo6uw4g,Everything Facebook revealed about the Metaverse in 11 minutes,/c/CNET,5.8M views,9 months ago,0,"
              Yani
            ",Isn’t it interesting that the metaverse chose the best time to create something like this. As if they knew this would happen …,"
    269
  ",7 months ago (edited),7,0,5800000,269
50988,1352,2,metaverse privacy,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.1M views,9 months ago,0,"
              Manav Jacob
            ","“Yes Milo, I’d choose you”

Arun later hopping around the Metaverse as a chocolate milk box","
    268
  ",8 months ago,8,0,4099999,268
53804,1847,2,metaverse privacy,/watch?v=gElfIo6uw4g,Everything Facebook revealed about the Metaverse in 11 minutes,/c/CNET,5.8M views,9 months ago,0,"
              Raquel Costa
            ","some years ago I would probably be completely excited about all these possibilities, but after seeing how humans are becoming more and more detached from reality, I can only feel sad and scared about our future as a species","
    267
  ",9 months ago (edited),9,0,5800000,267
50326,690,2,metaverse privacy,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.1M views,9 months ago,0,"
              Carlos Velasquez
            ",I can already picture celebrities- making an avatar in their likeness & hiring someone to be their metaverse presence while they continue about their normal day & reap the rewards in real life,"
    267
  ",8 months ago,8,0,4099999,267
54662,465,2,metaverse privacy,/watch?v=wqn3gR1WTcA,Data Brokers: Last Week Tonight with John Oliver (HBO),/user/LastWeekTonight,6.9M views,4 months ago,0,"
              Khaidahx
            ","I generally love his endings, but this one was créme de la créme
""We could collect all of their data but we are NOT going to do that... why would we? When we have already done it!"" Perfect!","
    265
  ",4 months ago,4,0,6900000,265
50719,1083,2,metaverse privacy,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.1M views,9 months ago,0,"
              Fahad Zaman
            ","The concerns about Meta actually reminds me ""the plan of Hydra about 'Absolute Control'"" from the movie 'Captain America 2: The Winter Soldier' and ""the dream becomes the reality"" concept from the movie 'Inception.' Really scary. Day by day we are sharing our personal data, concepts, ideas, character willingly or unwillingly to companies we don't even know what they will do afterward with those data. It will be very easy for them to analyse us and turn anything against us. You are moving free under surveillance.","
    264
  ",8 months ago,8,0,4099999,264
50495,859,2,metaverse privacy,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.1M views,9 months ago,0,"
              SlipknotFan 22
            ","i kinda feel bad for younger kids growing up today. instead of taking them on a vacation, parents will buy 4 headsets and just show them the images","
    264
  ",8 months ago,8,0,4099999,264
53450,1493,2,metaverse privacy,/watch?v=gElfIo6uw4g,Everything Facebook revealed about the Metaverse in 11 minutes,/c/CNET,5.8M views,9 months ago,0,"
              daFawkes
            ","Everyone is making jokes about how he got an update, while I'm sitting here literally not being able to tell whether it's a more photorealistic avatar or if it's really him.","
    264
  ",9 months ago,9,0,5800000,264
43839,382,2,metaverse privacy,/watch?v=bolyiGMcjBs,Why You Should Be Worried About Facebook's Metaverse | System Error,/c/VICENews,5.8M views,8 months ago,0,"
              That 1 guy
            ",Surely I'm not the only person who feels like we're living in an episode of the Twilight zone! I'm all for the advancement of tech but I think we're getting ahead of ourselves and this Metaverse has the potential to do more harm than good.,"
    263
  ",7 months ago,7,0,5800000,263
49641,5,2,metaverse privacy,/watch?v=RgJwPco3wew,The Metaverse could be a problem.,/c/Mrwhosetheboss,4.1M views,9 months ago,0,"
              butcher
            ",I have never heard of a potentially more addictive drug than changing reality to what you wish it to be.,"
    261
  ",4 months ago (edited),4,0,4099999,261
